ID = KBED	TMP ¡ F
7-21-2014 17:56 EDT	75
7-21-2014 18:56 EDT	73
7-21-2014 19:56 EDT	71.1
7-21-2014 20:56 EDT	66.9
7-21-2014 21:56 EDT	64.9
7-21-2014 22:56 EDT	62.1
7-21-2014 23:56 EDT	61
7-22-2014 0:56 EDT	60.1
7-22-2014 1:56 EDT	60.1
7-22-2014 2:56 EDT	60.1
7-22-2014 3:56 EDT	61
7-22-2014 4:56 EDT	60.1
7-22-2014 5:56 EDT	60.1
7-22-2014 6:56 EDT	64
7-22-2014 7:56 EDT	69.1
7-22-2014 8:56 EDT	73.9
7-22-2014 9:56 EDT	77
7-22-2014 10:56 EDT	81
7-22-2014 11:56 EDT	84
7-22-2014 12:56 EDT	84.9
7-22-2014 13:56 EDT	84
7-22-2014 14:56 EDT	89.1
7-22-2014 15:56 EDT	86
7-22-2014 16:56 EDT	88
7-22-2014 17:56 EDT	86
7-22-2014 18:56 EDT	84
7-22-2014 19:56 EDT	80.1
7-22-2014 20:56 EDT	79
7-22-2014 21:56 EDT	77
7-22-2014 22:56 EDT	75
7-22-2014 23:56 EDT	73.9
7-23-2014 0:56 EDT	73
7-23-2014 1:56 EDT	72
7-23-2014 2:56 EDT	70
7-23-2014 3:56 EDT	70
7-23-2014 4:56 EDT	70
7-23-2014 5:56 EDT	69.1
7-23-2014 6:56 EDT	71.1
7-23-2014 7:56 EDT	75
7-23-2014 8:56 EDT	78.1
7-23-2014 9:56 EDT	81
7-23-2014 10:56 EDT	84
7-23-2014 11:56 EDT	86
7-23-2014 12:56 EDT	87.1
7-23-2014 13:56 EDT	89.1
7-23-2014 14:56 EDT	90
7-23-2014 15:56 EDT	89.1
7-23-2014 16:56 EDT	88
7-23-2014 17:56 EDT	87.1
7-23-2014 18:56 EDT	82
7-23-2014 19:56 EDT	81
7-23-2014 20:56 EDT	79
7-23-2014 21:56 EDT	78.1
7-23-2014 22:56 EDT	75
7-23-2014 23:56 EDT	72
7-24-2014 0:56 EDT	70
7-24-2014 1:17 EDT	71.1
7-24-2014 1:37 EDT	71.1
7-24-2014 1:56 EDT	70
7-24-2014 2:19 EDT	70
7-24-2014 2:56 EDT	71.1
7-24-2014 3:56 EDT	71.1
7-24-2014 4:41 EDT	71.1
7-24-2014 4:56 EDT	71.1
7-24-2014 5:17 EDT	70
