ID = KBED	TMP ¡ F
1-1-2007 0:55 EST	30
1-1-2007 1:55 EST	32
1-1-2007 2:55 EST	33.1
1-1-2007 3:55 EST	33.1
1-1-2007 4:55 EST	33.1
1-1-2007 5:55 EST	34
1-1-2007 6:35 EST	33.8
1-1-2007 6:55 EST	34
1-1-2007 7:10 EST	33.8
1-1-2007 7:35 EST	35.6
1-1-2007 7:55 EST	36
1-1-2007 8:20 EST	37.4
1-1-2007 8:55 EST	37.9
1-1-2007 9:55 EST	39
1-1-2007 10:55 EST	39.9
1-1-2007 11:00 EST	39.2
1-1-2007 11:55 EST	41
1-1-2007 12:20 EST	41
1-1-2007 12:55 EST	42.1
1-1-2007 13:25 EST	42.8
1-1-2007 13:55 EST	44.1
1-1-2007 14:55 EST	46
1-1-2007 15:25 EST	46.4
1-1-2007 15:55 EST	45
1-1-2007 16:20 EST	42.8
1-1-2007 16:35 EST	42.8
1-1-2007 16:55 EST	41
1-1-2007 17:05 EST	41
1-1-2007 17:40 EST	39.2
1-1-2007 17:55 EST	37.9
1-1-2007 18:55 EST	37.9
1-1-2007 19:00 EST	37.4
1-1-2007 19:30 EST	37.4
1-1-2007 19:55 EST	37
1-1-2007 20:00 EST	37.4
1-1-2007 20:35 EST	37.4
1-1-2007 20:55 EST	37
1-1-2007 21:00 EST	37.4
1-1-2007 21:10 EST	37.4
1-1-2007 21:15 EST	37.4
1-1-2007 21:45 EST	37.4
1-1-2007 21:55 EST	37
1-1-2007 22:40 EST	37.4
1-1-2007 22:55 EST	37
1-1-2007 23:55 EST	37
1-2-2007 0:55 EST	37
1-2-2007 1:55 EST	37
1-2-2007 2:55 EST	37
1-2-2007 3:55 EST	39.9
1-2-2007 4:55 EST	39
1-2-2007 5:55 EST	39.9
1-2-2007 6:55 EST	41
1-2-2007 7:55 EST	42.1
1-2-2007 8:55 EST	42.1
1-2-2007 9:55 EST	42.1
1-2-2007 10:55 EST	42.1
1-2-2007 11:55 EST	44.1
1-2-2007 12:55 EST	44.1
1-2-2007 13:55 EST	45
1-2-2007 14:55 EST	45
1-2-2007 15:55 EST	43
1-2-2007 16:55 EST	39.9
1-2-2007 17:55 EST	39
1-2-2007 18:55 EST	34
1-2-2007 19:55 EST	34
1-2-2007 20:55 EST	30.9
1-2-2007 21:55 EST	30.9
1-2-2007 22:55 EST	27
1-2-2007 23:55 EST	30
1-3-2007 0:55 EST	30
1-3-2007 1:55 EST	30
1-3-2007 2:55 EST	30
1-3-2007 3:55 EST	30.9
1-3-2007 4:55 EST	30
1-3-2007 5:55 EST	30
1-3-2007 6:55 EST	32
1-3-2007 7:55 EST	33.1
1-3-2007 8:55 EST	36
1-3-2007 9:55 EST	41
1-3-2007 10:55 EST	42.1
1-3-2007 11:55 EST	44.1
1-3-2007 12:55 EST	50
1-3-2007 13:55 EST	51.1
1-3-2007 14:55 EST	50
1-3-2007 15:55 EST	48
1-3-2007 16:55 EST	45
1-3-2007 17:55 EST	46
1-3-2007 18:55 EST	44.1
1-3-2007 19:55 EST	44.1
1-3-2007 20:55 EST	44.1
1-3-2007 21:55 EST	44.1
1-3-2007 22:55 EST	45
1-3-2007 23:55 EST	45
1-4-2007 0:55 EST	43
1-4-2007 1:55 EST	42.1
1-4-2007 2:55 EST	37
1-4-2007 3:55 EST	37
1-4-2007 4:55 EST	34
1-4-2007 5:55 EST	30.9
1-4-2007 6:55 EST	30.9
1-4-2007 7:55 EST	39
1-4-2007 8:55 EST	39.9
1-4-2007 9:55 EST	44.1
1-4-2007 10:55 EST	46.9
1-4-2007 11:55 EST	50
1-4-2007 12:55 EST	51.1
1-4-2007 13:55 EST	53.1
1-4-2007 14:55 EST	53.1
1-4-2007 15:55 EST	50
1-4-2007 16:55 EST	46
1-4-2007 17:55 EST	46
1-4-2007 18:55 EST	45
1-4-2007 19:55 EST	48
1-4-2007 20:55 EST	43
1-4-2007 21:55 EST	46
1-4-2007 22:55 EST	46
1-4-2007 23:55 EST	48
1-5-2007 0:55 EST	46.9
1-5-2007 1:55 EST	48
1-5-2007 2:55 EST	50
1-5-2007 3:55 EST	51.1
1-5-2007 4:55 EST	51.1
1-5-2007 5:55 EST	52
1-5-2007 6:55 EST	52
1-5-2007 7:55 EST	53.1
1-5-2007 8:55 EST	55.9
1-5-2007 9:55 EST	60.1
1-5-2007 10:55 EST	61
1-5-2007 11:45 EST	60.8
1-5-2007 11:55 EST	60.1
1-5-2007 12:55 EST	61
1-5-2007 13:55 EST	62.1
1-5-2007 14:55 EST	62.1
1-5-2007 15:40 EST	60.8
1-5-2007 15:55 EST	61
1-5-2007 16:05 EST	60.8
1-5-2007 16:55 EST	60.1
1-5-2007 17:40 EST	60.8
1-5-2007 17:55 EST	60.1
1-5-2007 18:55 EST	59
1-5-2007 19:20 EST	59
1-5-2007 19:55 EST	59
1-5-2007 20:20 EST	57.2
1-5-2007 20:55 EST	57.9
1-5-2007 21:20 EST	57.2
1-5-2007 21:30 EST	59
1-5-2007 21:55 EST	59
1-5-2007 22:55 EST	59
1-5-2007 23:40 EST	59
1-5-2007 23:55 EST	59
1-6-2007 0:20 EST	57.2
1-6-2007 0:45 EST	57.2
1-6-2007 0:55 EST	57.9
1-6-2007 1:40 EST	60.8
1-6-2007 1:55 EST	60.1
1-6-2007 2:10 EST	60.8
1-6-2007 2:55 EST	61
1-6-2007 3:25 EST	60.8
1-6-2007 3:45 EST	60.8
1-6-2007 3:55 EST	60.1
1-6-2007 4:55 EST	61
1-6-2007 5:30 EST	62.6
1-6-2007 5:40 EST	62.6
1-6-2007 5:55 EST	62.1
1-6-2007 6:55 EST	62.1
1-6-2007 7:40 EST	62.6
1-6-2007 7:55 EST	61
1-6-2007 8:55 EST	62.1
1-6-2007 9:10 EST	62.6
1-6-2007 9:55 EST	63
1-6-2007 10:00 EST	62.6
1-6-2007 10:45 EST	64.4
1-6-2007 10:55 EST	64
1-6-2007 11:00 EST	64.4
1-6-2007 11:55 EST	66.9
1-6-2007 12:20 EST	69.8
1-6-2007 12:30 EST	69.8
1-6-2007 12:55 EST	70
1-6-2007 13:55 EST	70
1-6-2007 14:55 EST	70
1-6-2007 15:55 EST	68
1-6-2007 16:55 EST	66.9
1-6-2007 17:20 EST	62.6
1-6-2007 17:55 EST	60.1
1-6-2007 18:55 EST	57.9
1-6-2007 19:55 EST	55.9
1-6-2007 20:55 EST	55
1-6-2007 21:55 EST	55
1-6-2007 22:55 EST	52
1-6-2007 23:55 EST	48.9
1-7-2007 0:55 EST	46.9
1-7-2007 1:55 EST	46
1-7-2007 2:55 EST	45
1-7-2007 3:55 EST	45
1-7-2007 4:55 EST	44.1
1-7-2007 5:55 EST	42.1
1-7-2007 6:55 EST	41
1-7-2007 7:55 EST	39.9
1-7-2007 8:55 EST	44.1
1-7-2007 9:55 EST	46
1-7-2007 10:55 EST	46.9
1-7-2007 11:55 EST	48.9
1-7-2007 12:55 EST	48.9
1-7-2007 13:55 EST	48.9
1-7-2007 14:55 EST	48.9
1-7-2007 15:55 EST	46.9
1-7-2007 16:55 EST	42.1
1-7-2007 17:55 EST	39
1-7-2007 18:55 EST	37.9
1-7-2007 19:55 EST	39
1-7-2007 20:55 EST	42.1
1-7-2007 21:55 EST	43
1-7-2007 22:55 EST	43
1-7-2007 23:55 EST	43
1-8-2007 0:45 EST	42.8
1-8-2007 0:55 EST	41
1-8-2007 1:05 EST	41
1-8-2007 1:55 EST	41
1-8-2007 2:55 EST	41
1-8-2007 3:55 EST	42.1
1-8-2007 4:55 EST	42.1
1-8-2007 5:00 EST	42.8
1-8-2007 5:40 EST	42.8
1-8-2007 5:55 EST	42.1
1-8-2007 6:55 EST	42.1
1-8-2007 7:05 EST	42.8
1-8-2007 7:35 EST	42.8
1-8-2007 7:55 EST	43
1-8-2007 8:30 EST	44.6
1-8-2007 8:45 EST	44.6
1-8-2007 8:55 EST	44.1
1-8-2007 9:00 EST	44.6
1-8-2007 9:10 EST	44.6
1-8-2007 9:55 EST	45
1-8-2007 10:00 EST	44.6
1-8-2007 10:55 EST	45
1-8-2007 11:55 EST	45
1-8-2007 12:55 EST	45
1-8-2007 13:55 EST	45
1-8-2007 14:10 EST	44.6
1-8-2007 14:25 EST	44.6
1-8-2007 14:55 EST	45
1-8-2007 15:55 EST	46.9
1-8-2007 16:00 EST	46.4
1-8-2007 16:15 EST	46.4
1-8-2007 16:55 EST	45
1-8-2007 17:55 EST	44.1
1-8-2007 18:55 EST	43
1-8-2007 19:55 EST	41
1-8-2007 20:55 EST	41
1-8-2007 21:55 EST	41
1-8-2007 22:55 EST	39
1-8-2007 23:55 EST	37
1-9-2007 0:55 EST	36
1-9-2007 1:55 EST	35.1
1-9-2007 2:55 EST	34
1-9-2007 3:55 EST	33.1
1-9-2007 4:55 EST	33.1
1-9-2007 5:55 EST	33.1
1-9-2007 6:55 EST	32
1-9-2007 7:55 EST	33.1
1-9-2007 8:55 EST	36
1-9-2007 9:55 EST	37
1-9-2007 10:55 EST	39.9
1-9-2007 11:55 EST	41
1-9-2007 12:55 EST	41
1-9-2007 13:55 EST	43
1-9-2007 14:55 EST	42.1
1-9-2007 15:55 EST	39.9
1-9-2007 16:55 EST	39
1-9-2007 17:55 EST	36
1-9-2007 18:55 EST	35.1
1-9-2007 19:55 EST	28.9
1-9-2007 20:55 EST	30
1-9-2007 21:55 EST	30.9
1-9-2007 22:55 EST	27
1-9-2007 23:55 EST	28.9
1-10-2007 0:55 EST	28
1-10-2007 1:55 EST	25
1-10-2007 2:55 EST	25
1-10-2007 3:55 EST	24.1
1-10-2007 4:55 EST	21
1-10-2007 5:55 EST	23
1-10-2007 6:55 EST	24.1
1-10-2007 7:55 EST	25
1-10-2007 8:55 EST	30
1-10-2007 9:55 EST	33.1
1-10-2007 10:55 EST	35.1
1-10-2007 11:55 EST	35.1
1-10-2007 12:55 EST	35.1
1-10-2007 13:55 EST	35.1
1-10-2007 14:55 EST	33.1
1-10-2007 15:55 EST	30.9
1-10-2007 16:55 EST	28.9
1-10-2007 17:55 EST	28.9
1-10-2007 18:55 EST	27
1-10-2007 19:55 EST	27
1-10-2007 20:55 EST	25
1-10-2007 21:55 EST	25
1-10-2007 22:55 EST	23
1-10-2007 23:55 EST	21.9
1-11-2007 0:55 EST	21.9
1-11-2007 1:55 EST	21
1-11-2007 2:55 EST	19.9
1-11-2007 3:55 EST	19
1-11-2007 4:55 EST	19
1-11-2007 5:55 EST	19
1-11-2007 7:55 EST	18
1-11-2007 8:55 EST	21
1-11-2007 9:55 EST	23
1-11-2007 10:55 EST	26.1
1-11-2007 11:55 EST	28
1-11-2007 12:55 EST	30.9
1-11-2007 13:55 EST	32
1-11-2007 14:55 EST	33.1
1-11-2007 15:55 EST	32
1-11-2007 16:55 EST	30
1-11-2007 17:55 EST	28
1-11-2007 18:55 EST	28.9
1-11-2007 19:55 EST	30
1-11-2007 20:55 EST	30
1-11-2007 21:55 EST	30.9
1-11-2007 22:55 EST	32
1-11-2007 23:55 EST	34
1-12-2007 0:55 EST	35.1
1-12-2007 1:55 EST	35.1
1-12-2007 2:55 EST	35.1
1-12-2007 3:55 EST	36
1-12-2007 4:55 EST	37
1-12-2007 5:55 EST	37.9
1-12-2007 6:55 EST	39
1-12-2007 7:55 EST	39.9
1-12-2007 8:55 EST	41
1-12-2007 9:55 EST	43
1-12-2007 10:55 EST	45
1-12-2007 11:55 EST	45
1-12-2007 12:55 EST	46
1-12-2007 13:55 EST	48
1-12-2007 14:55 EST	48.9
1-12-2007 15:55 EST	48
1-12-2007 16:55 EST	44.1
1-12-2007 17:55 EST	43
1-12-2007 18:55 EST	41
1-12-2007 19:55 EST	39.9
1-12-2007 20:55 EST	39
1-12-2007 21:55 EST	36
1-12-2007 22:55 EST	39.9
1-12-2007 23:55 EST	41
1-13-2007 0:55 EST	42.1
1-13-2007 1:55 EST	42.1
1-13-2007 2:55 EST	43
1-13-2007 3:55 EST	44.1
1-13-2007 4:55 EST	45
1-13-2007 5:55 EST	45
1-13-2007 6:55 EST	45
1-13-2007 7:55 EST	46
1-13-2007 8:55 EST	46.9
1-13-2007 9:55 EST	46.9
1-13-2007 10:55 EST	48
1-13-2007 11:55 EST	48
1-13-2007 12:55 EST	48.9
1-13-2007 13:40 EST	50
1-13-2007 13:55 EST	50
1-13-2007 14:00 EST	48.2
1-13-2007 14:55 EST	46.9
1-13-2007 15:00 EST	46.4
1-13-2007 15:55 EST	46
1-13-2007 16:15 EST	44.6
1-13-2007 16:55 EST	45
1-13-2007 17:55 EST	44.1
1-13-2007 18:55 EST	41
1-13-2007 19:55 EST	39.9
1-13-2007 20:55 EST	37.9
1-13-2007 21:55 EST	37
1-13-2007 22:55 EST	36
1-13-2007 23:05 EST	35.6
1-13-2007 23:55 EST	36
1-14-2007 0:55 EST	35.1
1-14-2007 1:55 EST	34
1-14-2007 2:55 EST	34
1-14-2007 3:00 EST	33.8
1-14-2007 3:55 EST	34
1-14-2007 4:20 EST	33.8
1-14-2007 4:55 EST	34
1-14-2007 5:30 EST	33.8
1-14-2007 5:55 EST	34
1-14-2007 6:25 EST	33.8
1-14-2007 6:55 EST	34
1-14-2007 7:45 EST	33.8
1-14-2007 7:55 EST	32
1-14-2007 8:00 EST	32
1-14-2007 8:55 EST	32
1-14-2007 9:55 EST	30.9
1-14-2007 10:55 EST	32
1-14-2007 11:55 EST	30.9
1-14-2007 12:15 EST	30.2
1-14-2007 12:55 EST	30.9
1-14-2007 13:10 EST	30.2
1-14-2007 13:55 EST	30.9
1-14-2007 14:55 EST	30.9
1-14-2007 15:00 EST	30.2
1-14-2007 15:10 EST	30.2
1-14-2007 15:25 EST	30.2
1-14-2007 15:55 EST	32
1-14-2007 16:10 EST	32
1-14-2007 16:55 EST	32
1-14-2007 17:55 EST	32
1-14-2007 18:00 EST	32
1-14-2007 18:40 EST	33.8
1-14-2007 18:55 EST	33.1
1-14-2007 19:20 EST	33.8
1-14-2007 19:55 EST	32
1-14-2007 20:00 EST	32
1-14-2007 20:35 EST	32
1-14-2007 20:55 EST	33.1
1-14-2007 21:55 EST	33.1
1-14-2007 22:00 EST	33.8
1-14-2007 22:10 EST	33.8
1-14-2007 22:55 EST	33.1
1-14-2007 23:55 EST	33.1
1-15-2007 0:55 EST	33.1
1-15-2007 1:55 EST	33.1
1-15-2007 2:15 EST	33.8
1-15-2007 2:55 EST	33.1
1-15-2007 3:15 EST	33.8
1-15-2007 3:40 EST	33.8
1-15-2007 3:55 EST	33.1
1-15-2007 4:55 EST	33.1
1-15-2007 5:20 EST	33.8
1-15-2007 5:55 EST	33.1
1-15-2007 6:20 EST	33.8
1-15-2007 6:55 EST	33.1
1-15-2007 7:00 EST	33.8
1-15-2007 7:05 EST	33.8
1-15-2007 7:55 EST	33.1
1-15-2007 8:00 EST	33.8
1-15-2007 8:55 EST	33.1
1-15-2007 9:55 EST	34
1-15-2007 10:15 EST	33.8
1-15-2007 10:30 EST	35.6
1-15-2007 10:55 EST	35.1
1-15-2007 11:10 EST	35.6
1-15-2007 11:30 EST	35.6
1-15-2007 11:40 EST	35.6
1-15-2007 11:55 EST	36
1-15-2007 12:15 EST	35.6
1-15-2007 12:55 EST	36
1-15-2007 13:55 EST	34
1-15-2007 14:10 EST	33.8
1-15-2007 14:55 EST	32
1-15-2007 15:00 EST	32
1-15-2007 15:25 EST	30.2
1-15-2007 15:40 EST	30.2
1-15-2007 15:55 EST	30.9
1-15-2007 16:00 EST	30.2
1-15-2007 16:45 EST	30.2
1-15-2007 16:55 EST	30
1-15-2007 17:55 EST	30
1-15-2007 18:55 EST	30
1-15-2007 19:35 EST	28.4
1-15-2007 19:55 EST	30
1-15-2007 20:25 EST	30.2
1-15-2007 20:30 EST	30.2
1-15-2007 20:55 EST	30
1-15-2007 21:40 EST	30.2
1-15-2007 21:55 EST	30
1-15-2007 22:15 EST	30.2
1-15-2007 22:40 EST	30.2
1-15-2007 22:55 EST	30.9
1-15-2007 23:20 EST	30.2
1-15-2007 23:25 EST	30.2
1-15-2007 23:55 EST	32
1-16-2007 0:30 EST	32
1-16-2007 0:55 EST	32
1-16-2007 1:15 EST	32
1-16-2007 1:45 EST	32
1-16-2007 1:55 EST	32
1-16-2007 2:55 EST	32
1-16-2007 3:55 EST	34
1-16-2007 4:55 EST	34
1-16-2007 5:55 EST	36
1-16-2007 6:40 EST	37.4
1-16-2007 6:55 EST	37
1-16-2007 7:55 EST	36
1-16-2007 8:10 EST	35.6
1-16-2007 8:55 EST	32
1-16-2007 9:45 EST	30.2
1-16-2007 9:55 EST	30.9
1-16-2007 10:55 EST	28.9
1-16-2007 11:55 EST	28.9
1-16-2007 12:00 EST	26.6
1-16-2007 12:55 EST	27
1-16-2007 13:55 EST	26.1
1-16-2007 14:55 EST	26.1
1-16-2007 15:55 EST	25
1-16-2007 16:55 EST	24.1
1-16-2007 17:55 EST	21.9
1-16-2007 18:55 EST	21.9
1-16-2007 19:55 EST	19.9
1-16-2007 20:55 EST	19
1-16-2007 21:55 EST	18
1-16-2007 22:55 EST	17.1
1-16-2007 23:55 EST	15.1
1-17-2007 0:55 EST	14
1-17-2007 1:55 EST	12
1-17-2007 2:55 EST	10.9
1-17-2007 3:55 EST	10
1-17-2007 4:55 EST	8.1
1-17-2007 5:55 EST	7
1-17-2007 6:55 EST	6.1
1-17-2007 7:55 EST	7
1-17-2007 8:55 EST	8.1
1-17-2007 9:55 EST	10
1-17-2007 10:55 EST	12
1-17-2007 11:55 EST	14
1-17-2007 12:55 EST	16
1-17-2007 13:55 EST	18
1-17-2007 14:55 EST	18
1-17-2007 15:55 EST	18
1-17-2007 16:55 EST	15.1
1-17-2007 17:55 EST	14
1-17-2007 18:55 EST	12.9
1-17-2007 19:55 EST	12.9
1-17-2007 20:55 EST	10.9
1-17-2007 21:55 EST	12
1-17-2007 22:55 EST	10
1-17-2007 23:55 EST	9
1-18-2007 0:55 EST	9
1-18-2007 1:55 EST	7
1-18-2007 2:55 EST	9
1-18-2007 3:55 EST	9
1-18-2007 4:55 EST	10
1-18-2007 5:55 EST	10
1-18-2007 6:55 EST	12
1-18-2007 7:55 EST	12.9
1-18-2007 8:55 EST	17.1
1-18-2007 9:55 EST	21
1-18-2007 10:55 EST	27
1-18-2007 11:55 EST	30
1-18-2007 12:55 EST	30.9
