# STATION: KBED
# STATION NAME: Laurence G Hanscom Field Airport
# LATITUDE: 42.46811
# LONGITUDE: -71.29463
# ELEVATION [ft]: 132
# STATE: MA
Station_ID,Date_Time,air_temp_set_1
,,Fahrenheit
KBED,01/01/2012 23:56 UTC,46.94
KBED,01/02/2012 00:30 UTC,46.4
KBED,01/02/2012 00:56 UTC,46.04
KBED,01/02/2012 01:56 UTC,46.04
KBED,01/02/2012 02:56 UTC,46.04
KBED,01/02/2012 03:56 UTC,46.04
KBED,01/02/2012 04:56 UTC,48.02
KBED,01/02/2012 05:56 UTC,48.02
KBED,01/02/2012 06:56 UTC,48.02
KBED,01/02/2012 07:56 UTC,48.02
KBED,01/02/2012 08:56 UTC,46.94
KBED,01/02/2012 09:17 UTC,42.8
KBED,01/02/2012 09:56 UTC,41.0
KBED,01/02/2012 10:56 UTC,39.02
KBED,01/02/2012 11:56 UTC,37.04
KBED,01/02/2012 12:56 UTC,35.06
KBED,01/02/2012 13:56 UTC,39.02
KBED,01/02/2012 14:56 UTC,41.0
KBED,01/02/2012 15:56 UTC,39.92
KBED,01/02/2012 16:56 UTC,42.08
KBED,01/02/2012 17:48 UTC,42.8
KBED,01/02/2012 17:56 UTC,42.08
KBED,01/02/2012 18:56 UTC,42.98
KBED,01/02/2012 19:56 UTC,41.0
KBED,01/02/2012 20:56 UTC,39.02
KBED,01/02/2012 21:56 UTC,35.96
KBED,01/02/2012 22:56 UTC,35.06
KBED,01/02/2012 23:56 UTC,35.06
KBED,01/03/2012 00:56 UTC,33.98
KBED,01/03/2012 01:56 UTC,33.08
KBED,01/03/2012 02:56 UTC,32.0
KBED,01/03/2012 03:56 UTC,30.92
KBED,01/03/2012 04:56 UTC,30.92
KBED,01/03/2012 05:56 UTC,28.94
KBED,01/03/2012 06:56 UTC,28.04
KBED,01/03/2012 07:56 UTC,28.04
KBED,01/03/2012 08:56 UTC,26.96
KBED,01/03/2012 09:56 UTC,26.06
KBED,01/03/2012 10:56 UTC,26.06
KBED,01/03/2012 11:56 UTC,24.98
KBED,01/03/2012 12:56 UTC,24.98
KBED,01/03/2012 13:56 UTC,26.06
KBED,01/03/2012 14:56 UTC,26.96
KBED,01/03/2012 15:56 UTC,28.04
KBED,01/03/2012 16:56 UTC,26.96
KBED,01/03/2012 17:56 UTC,24.98
KBED,01/03/2012 18:56 UTC,24.08
KBED,01/03/2012 19:56 UTC,24.08
KBED,01/03/2012 20:56 UTC,21.92
KBED,01/03/2012 21:56 UTC,19.94
KBED,01/03/2012 22:56 UTC,19.04
KBED,01/03/2012 23:56 UTC,17.06
KBED,01/04/2012 00:56 UTC,15.98
