ID = KBED	TMP ¡ F
1-2-2012 0:56 EST	48
1-2-2012 1:56 EST	48
1-2-2012 2:56 EST	48
1-2-2012 3:56 EST	46.9
1-2-2012 4:17 EST	42.8
1-2-2012 4:56 EST	41
1-2-2012 5:56 EST	39
1-2-2012 6:56 EST	37
1-2-2012 7:56 EST	35.1
1-2-2012 8:56 EST	39
1-2-2012 9:56 EST	41
1-2-2012 10:56 EST	39.9
1-2-2012 11:56 EST	42.1
1-2-2012 12:48 EST	42.8
1-2-2012 12:56 EST	42.1
1-2-2012 13:56 EST	43
1-2-2012 14:56 EST	41
1-2-2012 15:56 EST	39
1-2-2012 16:56 EST	36
1-2-2012 17:56 EST	35.1
1-2-2012 18:56 EST	35.1
1-2-2012 19:56 EST	34
1-2-2012 20:56 EST	33.1
1-2-2012 21:56 EST	32
1-2-2012 22:56 EST	30.9
1-2-2012 23:56 EST	30.9
1-3-2012 0:56 EST	28.9
1-3-2012 1:56 EST	28
1-3-2012 2:56 EST	28
1-3-2012 3:56 EST	27
1-3-2012 4:56 EST	26.1
1-3-2012 5:56 EST	26.1
1-3-2012 6:56 EST	25
1-3-2012 7:56 EST	25
1-3-2012 8:56 EST	26.1
1-3-2012 9:56 EST	27
1-3-2012 10:56 EST	28
1-3-2012 11:56 EST	27
1-3-2012 12:56 EST	25
1-3-2012 13:56 EST	24.1
1-3-2012 14:56 EST	24.1
1-3-2012 15:56 EST	21.9
1-3-2012 16:56 EST	19.9
1-3-2012 17:56 EST	19
1-3-2012 18:56 EST	17.1
1-3-2012 19:56 EST	16
1-3-2012 20:56 EST	14
1-3-2012 21:56 EST	12.9
1-3-2012 22:56 EST	12
1-3-2012 23:56 EST	12
1-4-2012 0:56 EST	10.9
1-4-2012 1:56 EST	10
1-4-2012 2:56 EST	9
1-4-2012 3:56 EST	9
1-4-2012 4:56 EST	9
1-4-2012 5:56 EST	8.1
1-4-2012 6:56 EST	7
1-4-2012 7:56 EST	9
1-4-2012 8:56 EST	12.9
1-4-2012 9:56 EST	16
1-4-2012 10:56 EST	19
1-4-2012 11:56 EST	21.9
1-4-2012 12:56 EST	24.1
1-4-2012 13:56 EST	25
1-4-2012 14:56 EST	26.1
1-4-2012 15:56 EST	24.1
1-4-2012 16:56 EST	24.1
1-4-2012 17:56 EST	24.1
1-4-2012 18:56 EST	24.1
1-4-2012 19:56 EST	24.1
1-4-2012 20:56 EST	21.9
1-4-2012 21:56 EST	23
1-4-2012 22:56 EST	24.1
1-4-2012 23:56 EST	24.1
1-5-2012 0:56 EST	24.1
1-5-2012 1:56 EST	24.1
1-5-2012 2:56 EST	24.1
1-5-2012 3:56 EST	24.1
1-5-2012 4:56 EST	24.1
1-5-2012 5:56 EST	24.1
1-5-2012 6:56 EST	24.1
1-5-2012 7:56 EST	25
1-5-2012 8:56 EST	26.1
1-5-2012 9:56 EST	28.9
1-5-2012 10:56 EST	33.1
1-5-2012 11:56 EST	36
1-5-2012 12:56 EST	36
1-5-2012 13:56 EST	36
1-5-2012 14:56 EST	35.1
1-5-2012 15:56 EST	34
1-5-2012 16:56 EST	34
1-5-2012 17:06 EST	33.8
1-5-2012 17:56 EST	33.1
1-5-2012 18:56 EST	33.1
1-5-2012 19:56 EST	32
1-5-2012 20:56 EST	30
1-5-2012 21:56 EST	26.1
1-5-2012 22:56 EST	26.1
1-5-2012 23:56 EST	25
1-6-2012 0:56 EST	24.1
1-6-2012 1:56 EST	24.1
1-6-2012 2:56 EST	26.1
1-6-2012 3:56 EST	26.1
1-6-2012 4:56 EST	26.1
1-6-2012 5:56 EST	26.1
1-6-2012 6:56 EST	27
1-6-2012 7:56 EST	28
1-6-2012 8:56 EST	30
1-6-2012 9:56 EST	32
1-6-2012 10:56 EST	37
1-6-2012 11:56 EST	42.1
1-6-2012 12:23 EST	44.6
1-6-2012 12:56 EST	44.1
1-6-2012 13:56 EST	44.1
1-6-2012 14:56 EST	44.1
1-6-2012 15:56 EST	42.1
1-6-2012 16:56 EST	37.9
1-6-2012 17:56 EST	35.1
1-6-2012 18:56 EST	34
1-6-2012 19:56 EST	30.9
1-6-2012 20:56 EST	28.9
1-6-2012 21:56 EST	27
1-6-2012 22:56 EST	28
1-6-2012 23:56 EST	28
1-7-2012 0:56 EST	26.1
1-7-2012 1:56 EST	27
1-7-2012 2:56 EST	26.1
1-7-2012 3:56 EST	28
1-7-2012 4:56 EST	27
1-7-2012 5:56 EST	26.1
1-7-2012 6:56 EST	25
1-7-2012 7:56 EST	25
1-7-2012 8:56 EST	30.9
1-7-2012 9:56 EST	36
1-7-2012 10:56 EST	43
1-7-2012 11:56 EST	52
1-7-2012 12:56 EST	57
1-7-2012 13:56 EST	59
1-7-2012 14:56 EST	57.9
1-7-2012 15:56 EST	55.9
1-7-2012 16:56 EST	52
1-7-2012 17:56 EST	48
1-7-2012 18:56 EST	48
1-7-2012 19:56 EST	46.9
1-7-2012 20:56 EST	45
1-7-2012 21:56 EST	41
1-7-2012 22:56 EST	42.1
1-7-2012 23:56 EST	41
1-8-2012 0:56 EST	37.9
1-8-2012 1:56 EST	39
1-8-2012 2:56 EST	37
1-8-2012 3:56 EST	36
1-8-2012 4:56 EST	35.1
1-8-2012 5:56 EST	36
1-8-2012 6:56 EST	35.1
1-8-2012 7:56 EST	35.1
1-8-2012 8:56 EST	39
1-8-2012 9:56 EST	42.1
1-8-2012 10:56 EST	42.1
1-8-2012 11:56 EST	41
1-8-2012 12:56 EST	43
1-8-2012 13:56 EST	41
1-8-2012 14:56 EST	41
1-8-2012 15:56 EST	41
1-8-2012 16:56 EST	37
1-8-2012 17:56 EST	36
1-8-2012 18:56 EST	35.1
1-8-2012 19:56 EST	32
1-8-2012 20:56 EST	30.9
1-8-2012 21:56 EST	30
1-8-2012 22:56 EST	27
1-8-2012 23:56 EST	25
1-9-2012 0:56 EST	23
1-9-2012 1:56 EST	25
1-9-2012 2:56 EST	23
1-9-2012 3:56 EST	23
1-9-2012 4:56 EST	21.9
1-9-2012 5:56 EST	21.9
1-9-2012 6:56 EST	19.9
1-9-2012 7:56 EST	21
