ID = KBED	TMP ¡ F
1-1-2005 0:55 EST	44.6
1-1-2005 1:55 EST	42.8
1-1-2005 2:55 EST	42.8
1-1-2005 3:55 EST	42.8
1-1-2005 4:55 EST	41
1-1-2005 5:55 EST	39.2
1-1-2005 6:55 EST	39.2
1-1-2005 7:55 EST	41
1-1-2005 8:55 EST	44.6
1-1-2005 9:55 EST	51.8
1-1-2005 10:55 EST	50
1-1-2005 11:55 EST	50
1-1-2005 12:55 EST	50
1-1-2005 13:55 EST	50
1-1-2005 14:55 EST	46.4
1-1-2005 15:55 EST	44.6
1-1-2005 16:55 EST	41
1-1-2005 17:55 EST	39.2
1-1-2005 18:55 EST	37.4
1-1-2005 19:55 EST	37.4
1-1-2005 20:55 EST	32
1-1-2005 21:55 EST	33.8
1-1-2005 22:55 EST	33.8
1-1-2005 23:55 EST	32
1-2-2005 0:55 EST	30.2
1-2-2005 1:55 EST	30.2
1-2-2005 2:55 EST	28.4
1-2-2005 3:55 EST	26.6
1-2-2005 4:55 EST	26.1
1-2-2005 5:55 EST	25
1-2-2005 6:55 EST	21.2
1-2-2005 7:55 EST	24.8
1-2-2005 8:55 EST	28.4
1-2-2005 9:55 EST	30.2
1-2-2005 10:55 EST	32
1-2-2005 11:55 EST	33.8
1-2-2005 12:30 EST	32
1-2-2005 12:55 EST	32
1-2-2005 13:55 EST	33.8
1-2-2005 14:55 EST	33.8
1-2-2005 15:55 EST	33.8
1-2-2005 16:55 EST	33.8
1-2-2005 17:55 EST	33.8
1-2-2005 18:55 EST	33.8
1-2-2005 19:55 EST	33.8
1-2-2005 20:35 EST	33.8
1-2-2005 20:55 EST	33.8
1-2-2005 21:40 EST	33.8
1-2-2005 21:55 EST	33.8
1-2-2005 22:55 EST	35.6
1-2-2005 23:55 EST	37.4
1-3-2005 0:05 EST	37.4
1-3-2005 0:40 EST	37.4
1-3-2005 0:55 EST	39.2
1-3-2005 1:55 EST	42.8
1-3-2005 2:55 EST	44.6
1-3-2005 3:55 EST	44.6
1-3-2005 4:05 EST	44.6
1-3-2005 4:55 EST	44.6
1-3-2005 5:35 EST	46.4
1-3-2005 5:40 EST	46.4
1-3-2005 5:55 EST	46.4
1-3-2005 6:55 EST	46.4
1-3-2005 7:55 EST	46.4
1-3-2005 8:55 EST	48.2
1-3-2005 9:55 EST	48.2
1-3-2005 10:55 EST	50
1-3-2005 11:55 EST	51.8
1-3-2005 12:55 EST	51.8
1-3-2005 13:55 EST	51.8
1-3-2005 14:55 EST	51.8
1-3-2005 15:55 EST	50
1-3-2005 16:55 EST	44.6
1-3-2005 17:55 EST	44.6
1-3-2005 18:55 EST	42.8
1-3-2005 19:55 EST	42.8
1-3-2005 20:55 EST	42.8
1-3-2005 21:55 EST	42.8
1-3-2005 22:25 EST	42.8
1-3-2005 22:55 EST	42.8
1-3-2005 23:05 EST	42.8
1-3-2005 23:10 EST	42.8
1-3-2005 23:35 EST	42.8
1-3-2005 23:55 EST	42.8
1-4-2005 0:10 EST	42.8
1-4-2005 0:25 EST	42.8
1-4-2005 0:35 EST	42.8
1-4-2005 0:40 EST	42.8
1-4-2005 0:55 EST	42.8
1-4-2005 1:05 EST	42.8
1-4-2005 1:15 EST	42.8
1-4-2005 1:55 EST	41
1-4-2005 2:55 EST	41
1-4-2005 3:40 EST	39.2
1-4-2005 3:55 EST	39.2
1-4-2005 4:00 EST	39.2
1-4-2005 4:10 EST	39.2
1-4-2005 4:55 EST	39.2
1-4-2005 5:55 EST	39.2
1-4-2005 6:55 EST	39.2
1-4-2005 7:55 EST	39.2
1-4-2005 8:55 EST	39
1-4-2005 9:55 EST	39.2
1-4-2005 10:55 EST	41
