ID = KBED	TMP ¡ F
8-14-2002 15:55 EDT	98.6
8-14-2002 18:55 EDT	89.6
8-14-2002 19:55 EDT	87.8
8-14-2002 20:55 EDT	84.2
8-14-2002 21:55 EDT	82.4
8-14-2002 22:55 EDT	78.8
8-14-2002 23:55 EDT	77
8-15-2002 0:55 EDT	73.4
8-15-2002 1:55 EDT	73.4
8-15-2002 2:55 EDT	71.6
8-15-2002 3:55 EDT	71.6
8-15-2002 4:55 EDT	71.6
8-15-2002 5:55 EDT	69.8
8-15-2002 6:55 EDT	71.6
8-15-2002 7:55 EDT	75.2
8-15-2002 8:55 EDT	78.8
8-15-2002 9:55 EDT	82.4
8-15-2002 10:55 EDT	86
8-15-2002 11:55 EDT	89.6
8-15-2002 12:55 EDT	91.4
8-15-2002 13:55 EDT	93
8-15-2002 14:55 EDT	93.2
8-15-2002 15:55 EDT	91.4
8-15-2002 16:55 EDT	89.6
8-15-2002 17:55 EDT	89.6
8-15-2002 18:55 EDT	84.2
8-15-2002 19:55 EDT	82.4
8-15-2002 20:55 EDT	80.6
8-15-2002 21:55 EDT	78.8
8-15-2002 22:55 EDT	78.8
8-15-2002 23:55 EDT	77
8-16-2002 0:55 EDT	75.2
8-16-2002 1:55 EDT	73.4
8-16-2002 2:55 EDT	73.4
8-16-2002 3:25 EDT	73.4
8-16-2002 3:40 EDT	73.4
8-16-2002 3:55 EDT	73.4
8-16-2002 4:55 EDT	75.2
8-16-2002 5:55 EDT	75.2
8-16-2002 6:55 EDT	75.2
8-16-2002 7:55 EDT	75.2
8-16-2002 8:55 EDT	78.8
8-16-2002 9:55 EDT	82.4
8-16-2002 10:55 EDT	87.8
8-16-2002 11:55 EDT	89.6
8-16-2002 12:55 EDT	93.2
8-16-2002 13:55 EDT	93.2
8-16-2002 14:55 EDT	91.4
8-16-2002 15:55 EDT	93.2
8-16-2002 16:55 EDT	93.2
8-16-2002 17:55 EDT	89.6
8-16-2002 18:55 EDT	87.8
8-16-2002 19:45 EDT	82.4
8-16-2002 19:55 EDT	80.6
8-16-2002 20:25 EDT	71.6
8-16-2002 20:55 EDT	71.6
8-16-2002 21:55 EDT	71.6
8-16-2002 22:55 EDT	71.6
8-16-2002 23:55 EDT	73.4
8-17-2002 0:55 EDT	71.6
8-17-2002 1:55 EDT	69.8
8-17-2002 2:55 EDT	71.6
8-17-2002 3:55 EDT	69.8
8-17-2002 4:55 EDT	69.8
8-17-2002 5:10 EDT	69.8
8-17-2002 5:55 EDT	69.8
8-17-2002 6:55 EDT	71.6
8-17-2002 7:55 EDT	75.2
8-17-2002 8:55 EDT	80.6
8-17-2002 9:55 EDT	82.4
8-17-2002 10:55 EDT	84.2
8-17-2002 11:55 EDT	87.8
8-17-2002 12:55 EDT	89.6
8-17-2002 13:55 EDT	91.4
8-17-2002 14:55 EDT	93.2
8-17-2002 15:55 EDT	93.2
8-17-2002 16:55 EDT	93.2
8-17-2002 17:55 EDT	91.4
8-17-2002 18:55 EDT	87.8
8-17-2002 19:55 EDT	80.6
8-17-2002 20:55 EDT	75.2
8-17-2002 21:55 EDT	71.6
8-17-2002 22:55 EDT	71.6
8-17-2002 23:55 EDT	68
8-18-2002 0:55 EDT	69.8
8-18-2002 1:55 EDT	69.8
8-18-2002 2:55 EDT	66.2
8-18-2002 3:55 EDT	66.2
8-18-2002 4:55 EDT	66.2
8-18-2002 5:55 EDT	68
8-18-2002 6:55 EDT	69.8
8-18-2002 7:55 EDT	73.4
8-18-2002 8:55 EDT	80.6
8-18-2002 9:55 EDT	86
8-18-2002 10:55 EDT	89.6
8-18-2002 11:55 EDT	91.4
8-18-2002 12:55 EDT	93.2
8-18-2002 13:55 EDT	95
8-18-2002 14:55 EDT	95
8-18-2002 15:55 EDT	95
8-18-2002 16:55 EDT	93.2
8-18-2002 17:55 EDT	91.4
8-18-2002 20:55 EDT	82.4
8-18-2002 21:55 EDT	80.6
8-18-2002 22:55 EDT	80.1
8-18-2002 23:55 EDT	77
8-19-2002 0:55 EDT	77
8-19-2002 1:55 EDT	73.4
8-19-2002 2:55 EDT	73.4
8-19-2002 3:55 EDT	73.4
8-19-2002 4:55 EDT	73.4
8-19-2002 5:55 EDT	71.6
8-19-2002 6:55 EDT	71.6
8-19-2002 7:55 EDT	75.2
8-19-2002 8:55 EDT	78.8
8-19-2002 9:55 EDT	80.6
8-19-2002 10:55 EDT	82.4
8-19-2002 11:55 EDT	84.2
8-19-2002 12:55 EDT	87.8
8-19-2002 13:55 EDT	87.8
8-19-2002 14:55 EDT	89.6
8-19-2002 15:55 EDT	91.4
8-19-2002 16:55 EDT	89.6
8-19-2002 17:55 EDT	89.6
8-19-2002 18:55 EDT	84.2
8-19-2002 19:55 EDT	78.8
8-19-2002 20:55 EDT	73.4
8-19-2002 21:55 EDT	69.8
8-19-2002 22:55 EDT	64.4
8-19-2002 23:55 EDT	62.6
8-20-2002 0:55 EDT	62.6
8-20-2002 1:55 EDT	60.8
8-20-2002 2:55 EDT	62.6
8-20-2002 3:55 EDT	62.6
8-20-2002 4:55 EDT	64.4
8-20-2002 5:55 EDT	64.4
8-20-2002 6:55 EDT	64.4
8-20-2002 7:15 EDT	64.4
8-20-2002 7:40 EDT	64.4
8-20-2002 7:55 EDT	64.4
8-20-2002 8:25 EDT	64.4
8-20-2002 8:55 EDT	64.4
8-20-2002 9:55 EDT	66.2
8-20-2002 10:55 EDT	66.2
8-20-2002 11:55 EDT	69.8
8-20-2002 12:55 EDT	73.4
8-20-2002 13:55 EDT	73.4
8-20-2002 14:55 EDT	75.2
8-20-2002 15:55 EDT	77
8-20-2002 16:55 EDT	75.2
8-20-2002 17:55 EDT	77
8-20-2002 18:55 EDT	73.4
8-20-2002 19:55 EDT	69.8
8-20-2002 22:55 EDT	62.1
8-20-2002 23:55 EDT	60.8
8-21-2002 0:55 EDT	60.8
8-21-2002 1:55 EDT	60.8
8-21-2002 2:55 EDT	60.8
8-21-2002 3:55 EDT	57.2
8-21-2002 4:55 EDT	57.2
8-21-2002 5:55 EDT	55.4
8-21-2002 6:55 EDT	57.2
8-21-2002 7:55 EDT	64.4
8-21-2002 8:55 EDT	71.6
8-21-2002 9:55 EDT	73.4
8-21-2002 10:55 EDT	75.2
8-21-2002 11:55 EDT	78.8
8-21-2002 12:55 EDT	80.6
8-21-2002 13:55 EDT	80.6
8-21-2002 14:55 EDT	80.6
8-21-2002 15:55 EDT	80.6
8-21-2002 16:55 EDT	78.8
8-21-2002 17:55 EDT	77
8-21-2002 18:55 EDT	73.4
8-21-2002 19:55 EDT	69.8
8-21-2002 20:55 EDT	64.4
8-21-2002 21:55 EDT	66.2
8-21-2002 22:55 EDT	66.2
8-21-2002 23:55 EDT	64.4
8-22-2002 0:55 EDT	62.6
8-22-2002 1:55 EDT	62.6
8-22-2002 2:55 EDT	59
8-22-2002 3:55 EDT	57.2
8-22-2002 4:55 EDT	57.2
8-22-2002 5:55 EDT	59
8-22-2002 6:55 EDT	64.4
8-22-2002 7:55 EDT	68
8-22-2002 8:55 EDT	73.4
8-22-2002 10:55 EDT	78.8
8-22-2002 11:55 EDT	82.4
8-22-2002 12:55 EDT	84.2
8-22-2002 13:55 EDT	84.2
8-22-2002 14:55 EDT	82.4
8-22-2002 15:55 EDT	80.6
8-22-2002 16:55 EDT	80.6
8-22-2002 17:55 EDT	77
8-22-2002 18:55 EDT	75.2
8-22-2002 19:55 EDT	69.8
8-22-2002 20:55 EDT	69.8
8-22-2002 21:55 EDT	66.2
8-22-2002 22:55 EDT	66.2
8-22-2002 23:55 EDT	66.2
8-23-2002 0:55 EDT	66.2
